1.600000000000000000e+01,2.719999999999999929e+01,3.879999999999999716e+01,2.600000000000000089e+00,2.500000000000000000e+00,4.370000000000000284e+01,5.350000000000000000e+01,2.799999999999999822e+00,8.000000000000000444e-01,1.000000000000000056e-01,2.100000000000000000e+01,4.800000000000000000e+01
7.099999999999999645e+00,1.350000000000000000e+01,1.960000000000000142e+01,3.100000000000000089e+00,2.600000000000000089e+00,4.739999999999999858e+01,4.970000000000000284e+01,2.899999999999999911e+00,1.000000000000000000e+00,1.000000000000000056e-01,1.900000000000000000e+01,4.700000000000000000e+01
3.500000000000000000e+00,6.400000000000000355e+00,9.000000000000000000e+00,3.000000000000000000e+00,2.399999999999999911e+00,4.589999999999999858e+01,5.139999999999999858e+01,2.700000000000000178e+00,9.000000000000000222e-01,1.000000000000000056e-01,1.300000000000000000e+01,3.900000000000000000e+01
9.000000000000000222e-01,1.699999999999999956e+00,1.800000000000000044e+00,3.000000000000000000e+00,5.000000000000000000e-01,4.200000000000000000e+01,5.570000000000000284e+01,2.200000000000000178e+00,8.000000000000000444e-01,0.000000000000000000e+00,2.100000000000000000e+01,3.100000000000000000e+01
7.000000000000000000e+00,1.159999999999999964e+01,1.559999999999999964e+01,2.399999999999999911e+00,2.100000000000000089e+00,4.710000000000000142e+01,5.020000000000000284e+01,2.700000000000000178e+00,9.000000000000000222e-01,1.000000000000000056e-01,1.900000000000000000e+01,4.400000000000000000e+01
4.099999999999999645e+00,6.900000000000000355e+00,8.800000000000000711e+00,2.500000000000000000e+00,1.699999999999999956e+00,4.600000000000000000e+01,5.139999999999999858e+01,2.600000000000000089e+00,9.000000000000000222e-01,1.000000000000000056e-01,2.000000000000000000e+01,3.900000000000000000e+01
6.799999999999999822e+00,1.230000000000000071e+01,1.509999999999999964e+01,2.799999999999999822e+00,1.500000000000000000e+00,4.300000000000000000e+01,5.420000000000000284e+01,2.799999999999999822e+00,8.000000000000000444e-01,1.000000000000000056e-01,1.200000000000000000e+01,2.900000000000000000e+01
8.699999999999999289e+00,1.519999999999999929e+01,1.939999999999999858e+01,2.600000000000000089e+00,1.699999999999999956e+00,4.160000000000000142e+01,5.479999999999999716e+01,3.700000000000000178e+00,8.000000000000000444e-01,1.000000000000000056e-01,1.500000000000000000e+01,3.600000000000000000e+01
2.299999999999999822e+00,3.799999999999999822e+00,4.599999999999999645e+00,2.299999999999999822e+00,1.500000000000000000e+00,4.229999999999999716e+01,5.420000000000000284e+01,3.500000000000000000e+00,8.000000000000000444e-01,1.000000000000000056e-01,2.000000000000000000e+01,3.600000000000000000e+01
4.500000000000000000e+00,7.900000000000000355e+00,1.180000000000000071e+01,2.700000000000000178e+00,2.899999999999999911e+00,4.960000000000000142e+01,4.739999999999999858e+01,3.000000000000000000e+00,1.100000000000000089e+00,1.000000000000000056e-01,1.600000000000000000e+01,4.500000000000000000e+01
2.689999999999999858e+01,5.239999999999999858e+01,7.570000000000000284e+01,3.200000000000000178e+00,2.600000000000000089e+00,4.760000000000000142e+01,4.979999999999999716e+01,2.600000000000000089e+00,1.000000000000000000e+00,1.000000000000000056e-01,1.700000000000000000e+01,4.500000000000000000e+01
